timestamp,avg_players,peak_players
2024-12-13 17:02:39,1127891,1127891
2024-12-13 18:01:24,1048106,1048106
2024-12-13 19:01:08,1032791,1032791
2024-12-13 20:01:01,1013172,1013172
2024-12-13 21:01:54,968826,968826
2024-12-13 22:01:26,883280,883280
2024-12-13 23:02:26,767922,767922
2024-12-14 00:01:44,660964,660964
2024-12-14 01:02:24,606503,606503
2024-12-14 02:01:44,600411,600411
2024-12-14 03:01:39,625422,625422
2024-12-14 04:01:35,650098,650098
2024-12-14 05:00:57,757262,757262
2024-12-14 06:01:39,828552,828552
2024-12-14 07:01:15,856225,856225
2024-12-14 08:02:32,910415,910415
2024-12-14 09:00:27,926829,926829
2024-12-14 10:01:13,971236,971236
2024-12-14 11:01:35,947377,947377
2024-12-14 12:01:32,1123185,1123185
2024-12-14 13:01:38,1431307,1431307
2024-12-14 14:01:06,1657562,1657562
2024-12-14 15:01:58,1580415,1580415
2024-12-14 16:02:00,1358594,1358594
2024-12-14 17:01:52,1202920,1202920
2024-12-14 18:02:01,1113147,1113147
2024-12-14 19:01:11,1068973,1068973
2024-12-14 20:01:07,1025883,1025883
2024-12-14 21:01:05,973339,973339
2024-12-14 22:01:58,888912,888912
2024-12-14 23:01:10,781402,781402
2024-12-15 00:01:11,664596,664596
2024-12-15 01:02:00,594429,594429
2024-12-15 02:01:51,583262,583262
2024-12-15 03:01:14,618472,618472
2024-12-15 04:01:03,635663,635663
2024-12-15 05:00:58,708980,708980
2024-12-15 06:01:03,838984,838984
2024-12-15 07:00:46,939662,939662
2024-12-15 08:01:07,990477,990477
2024-12-15 09:02:20,988321,988321
2024-12-15 10:01:27,841143,841143
2024-12-15 11:02:11,896306,896306
2024-12-15 12:01:27,1024000,1024000
2024-12-15 13:00:39,1468220,1468220
2024-12-15 14:02:09,1740261,1740261
2024-12-15 15:01:30,1514705,1514705
2024-12-15 16:02:34,1222480,1222480
2024-12-15 17:03:07,1082245,1082245
2024-12-15 18:01:30,1050412,1050412
2024-12-15 19:01:57,1024351,1024351
2024-12-15 20:01:39,985247,985247
2024-12-15 21:00:45,913496,913496
2024-12-15 22:02:03,791190,791190
2024-12-15 23:02:42,674903,674903
2024-12-16 00:01:56,592079,592079
2024-12-16 01:02:14,555621,555621
2024-12-16 02:02:21,550162,550162
2024-12-16 03:01:02,582700,582700
2024-12-16 04:01:30,589211,589211
2024-12-16 05:00:30,672633,672633
2024-12-16 06:01:32,659764,659764
2024-12-16 07:01:27,681480,681480
2024-12-16 08:00:40,744470,744470
2024-12-16 09:01:32,850194,850194
2024-12-16 10:01:35,860836,860836
2024-12-16 11:01:35,931887,931887
2024-12-16 12:00:39,1119839,1119839
2024-12-16 13:01:58,1386362,1386362
2024-12-16 14:00:43,1551451,1551451
2024-12-16 15:01:34,1380609,1380609
2024-12-16 16:01:29,1125715,1125715
2024-12-16 17:02:30,1012455,1012455
2024-12-16 18:01:00,987036,987036
2024-12-16 19:01:37,971374,971374
2024-12-16 20:00:31,940868,940868
2024-12-16 21:00:27,872682,872682
2024-12-16 22:01:36,748626,748626
2024-12-16 23:01:31,644867,644867
2024-12-17 00:00:48,578938,578938
2024-12-17 01:01:54,540844,540844
2024-12-17 02:00:53,535117,535117
2024-12-17 03:02:27,573917,573917
2024-12-17 04:00:36,573317,573317
2024-12-17 05:01:37,668214,668214
2024-12-17 06:00:28,657608,657608
2024-12-17 07:01:37,680590,680590
2024-12-17 08:00:50,746088,746088
2024-12-17 09:01:37,848645,848645
2024-12-17 10:01:07,855986,855986
2024-12-17 11:01:29,924858,924858
2024-12-17 12:01:41,1137278,1137278
2024-12-17 13:01:18,1356503,1356503
2024-12-17 14:01:58,1539042,1539042
2024-12-17 15:01:05,1402757,1402757
2024-12-17 16:01:31,1142651,1142651
2024-12-17 17:01:06,1020874,1020874
2024-12-17 18:01:43,992665,992665
2024-12-17 19:00:57,981244,981244
2024-12-17 20:01:30,950439,950439
2024-12-17 21:01:45,862397,862397
2024-12-17 22:01:18,762452,762452
2024-12-17 23:02:11,663438,663438
2024-12-18 00:01:49,456347,456347
2024-12-18 01:01:58,468466,468466
2024-12-18 02:01:28,504051,504051
2024-12-18 03:01:58,576086,576086
2024-12-18 04:01:44,582914,582914
2024-12-18 05:03:16,704821,704821
2024-12-18 06:01:28,662272,662272
2024-12-18 07:01:28,670328,670328
2024-12-18 08:00:32,751997,751997
2024-12-18 09:01:34,862119,862119
2024-12-18 10:00:42,871629,871629
2024-12-18 11:00:36,935772,935772
2024-12-18 12:01:13,1158534,1158534
2024-12-18 13:01:46,1408552,1408552
2024-12-18 14:00:55,1589645,1589645
2024-12-18 15:01:33,1425247,1425247
2024-12-18 16:01:23,1152112,1152112
2024-12-18 17:00:59,1033203,1033203
2024-12-18 18:01:43,1000092,1000092
2024-12-18 19:00:59,992956,992956
2024-12-18 20:01:11,963328,963328
2024-12-18 21:01:44,904927,904927
2024-12-18 22:01:31,795835,795835
2024-12-18 23:02:06,684027,684027
2024-12-19 00:02:04,524269,524269
2024-12-19 01:02:10,479157,479157
2024-12-19 02:02:58,457128,457128
2024-12-19 03:01:00,522701,522701
2024-12-19 04:01:43,557736,557736
2024-12-19 05:01:33,661980,661980
2024-12-19 06:01:40,663377,663377
2024-12-19 07:02:53,693851,693851
2024-12-19 08:00:31,757930,757930
2024-12-19 09:01:45,859200,859200
2024-12-19 10:01:09,876191,876191
2024-12-19 11:01:30,952307,952307
2024-12-19 12:01:40,1168228,1168228
2024-12-19 13:01:46,1414193,1414193
2024-12-19 14:00:47,1585721,1585721
2024-12-19 15:00:40,1447763,1447763
2024-12-19 16:01:36,1182798,1182798
2024-12-19 17:02:36,1054788,1054788
2024-12-19 18:01:31,1022783,1022783
2024-12-19 19:01:35,573640,573640
2024-12-19 20:01:21,857810,857810
2024-12-19 21:01:49,825888,825888
2024-12-19 22:00:36,754097,754097
2024-12-19 23:04:06,636902,636902
2024-12-20 00:02:18,526103,526103
2024-12-20 01:02:22,519493,519493
2024-12-20 02:01:56,527243,527243
2024-12-20 03:02:12,573098,573098
2024-12-20 04:02:39,582365,582365
2024-12-20 05:02:14,679751,679751
2024-12-20 06:00:28,699515,699515
2024-12-20 07:01:21,736178,736178
2024-12-20 08:01:18,779639,779639
2024-12-20 09:00:42,870896,870896
2024-12-20 10:01:21,888824,888824
2024-12-20 11:01:11,975158,975158
2024-12-20 12:01:41,1212404,1212404
2024-12-20 13:02:06,1448548,1448548
2024-12-20 14:01:20,1492004,1492004
2024-12-20 15:01:52,1549477,1549477
2024-12-20 16:01:00,1376075,1376075
2024-12-20 17:00:30,1221754,1221754
2024-12-20 18:01:25,1130375,1130375
2024-12-20 19:01:33,1079656,1079656
2024-12-20 20:01:02,1046248,1046248
2024-12-20 21:00:42,996400,996400
2024-12-20 22:02:20,903221,903221
2024-12-20 23:02:00,774688,774688
2024-12-21 00:02:11,678160,678160
2024-12-21 01:02:14,613442,613442
2024-12-21 02:01:46,609989,609989
2024-12-21 03:02:54,639957,639957
2024-12-21 04:02:47,656061,656061
2024-12-21 05:01:45,734908,734908
2024-12-21 06:01:27,852056,852056
2024-12-21 07:01:27,958169,958169
2024-12-21 08:00:56,1021978,1021978
2024-12-21 09:00:47,1042421,1042421
2024-12-21 10:01:22,1001889,1001889
2024-12-21 11:01:31,1045403,1045403
2024-12-21 12:01:28,1255453,1255453
2024-12-21 13:01:39,1489918,1489918
2024-12-21 14:01:44,1627158,1627158
2024-12-21 15:01:29,1579499,1579499
2024-12-21 16:01:58,1385523,1385523
2024-12-21 17:02:01,1242995,1242995
2024-12-21 18:01:59,1157539,1157539
2024-12-21 19:02:03,1106760,1106760
2024-12-21 20:02:21,1063389,1063389
2024-12-21 21:01:15,1006562,1006562
2024-12-21 22:00:46,920203,920203
2024-12-21 23:01:17,803454,803454
2024-12-22 00:02:00,703657,703657
2024-12-22 01:01:27,642584,642584
2024-12-22 02:02:04,628361,628361
2024-12-22 03:01:58,655477,655477
2024-12-22 04:02:05,670346,670346
2024-12-22 05:01:35,749068,749068
2024-12-22 06:01:29,887061,887061
2024-12-22 07:02:03,1002877,1002877
2024-12-22 08:01:28,1069075,1069075
2024-12-22 09:01:05,1080571,1080571
2024-12-22 10:00:37,1026072,1026072
2024-12-22 11:01:31,1076915,1076915
2024-12-22 12:00:53,1288549,1288549
2024-12-22 13:01:45,1520041,1520041
2024-12-22 14:01:44,1641580,1641580
2024-12-22 15:01:51,1474548,1474548
2024-12-22 16:02:00,1225830,1225830
2024-12-22 17:01:09,1105221,1105221
2024-12-22 18:01:39,1055804,1055804
2024-12-22 19:02:03,1038244,1038244
2024-12-22 20:01:25,1014334,1014334
2024-12-22 21:00:46,954854,954854
2024-12-22 22:01:50,854815,854815
