date,CS:GO,Counter-Strike,Global Offensive,CS2,Valve CS,CS:GO Major,Major Championship,tournament,IEM Katowice,ESL One,PGL Major,BLAST Premier,DreamHack,Faceit Major,ESEA league,CS:GO Finals,CS:GO Playoffs,Valve Major,CS:GO esports,CS2 update,CS:GO qualifiers,CS:GO playoff match,CS:GO grand finals,CS:GO patch,Operation Riptide,Operation Broken Fang,Operation Hydra,Operation Wildfire,CS:GO skins,CS:GO trade,CS:GO market,CS:GO knives,CS:GO case,CS:GO trading platform,CS:GO keys,CS:GO AK-47 skins,CS:GO AWP skins,CS:GO knives market,CS:GO sticker,CS:GO graffiti,CS:GO VAC ban,CS:GO hacking,CS:GO ban detection,CS2 VAC system,CS:GO pro players,CS:GO best team,CS:GO news,CS:GO highlights,CS:GO funny moments,CS:GO maps,CS:GO Mirage,CS:GO Dust 2,CS:GO Inferno
2008-02-01,0,20,0,67,43,0,23,29,0,1,0,0,4,0,0,0,0,36,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-03-01,0,19,0,70,46,0,20,67,0,1,0,5,6,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-04-01,0,17,0,62,41,0,32,26,0,2,0,4,4,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-05-01,0,16,0,63,45,0,19,26,0,1,0,0,4,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-06-01,0,16,0,64,43,0,56,24,0,1,0,0,14,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-07-01,0,16,0,62,48,0,35,27,0,1,0,0,3,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-08-01,0,16,0,65,49,0,32,22,0,1,0,3,5,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-09-01,0,14,0,60,46,0,24,16,0,1,0,0,5,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-10-01,0,15,0,61,50,0,22,16,0,1,0,0,4,0,0,0,0,25,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-11-01,0,14,0,55,42,0,13,17,0,2,0,0,17,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-12-01,0,15,0,53,52,0,9,19,0,1,0,0,6,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-01-01,0,15,0,58,49,0,15,20,0,1,0,0,4,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-02-01,0,14,0,53,46,0,15,25,0,1,0,0,4,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-03-01,0,13,0,51,44,0,18,64,0,2,0,0,4,0,6,0,0,20,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-04-01,0,10,0,49,40,0,29,26,0,1,0,3,4,0,5,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-05-01,0,10,0,48,40,0,23,26,0,1,0,2,4,0,8,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-06-01,0,9,0,49,47,0,35,24,0,2,0,3,14,0,0,0,0,20,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-07-01,0,9,0,45,42,0,40,23,0,2,0,0,3,0,7,0,0,19,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-08-01,0,10,0,49,44,0,52,21,0,1,0,2,4,0,6,0,0,33,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-09-01,0,8,0,44,36,0,17,17,0,2,0,0,5,0,8,0,0,22,0,13,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0
2009-10-01,0,9,0,40,37,0,17,18,0,2,0,2,6,0,0,0,0,16,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-11-01,0,8,0,42,37,0,23,19,0,2,0,0,24,0,5,0,0,28,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-12-01,0,9,0,41,43,0,15,19,0,1,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-01-01,0,9,0,39,40,0,15,20,0,2,0,2,4,0,4,0,0,25,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-02-01,0,8,0,39,41,0,14,23,0,2,0,2,4,0,0,0,0,35,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-03-01,0,8,0,37,31,0,19,63,0,2,0,2,4,0,5,0,0,35,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-04-01,0,7,0,36,33,0,41,27,0,2,0,0,3,0,5,0,0,40,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-05-01,0,7,0,34,33,0,18,23,0,2,0,2,5,0,0,0,0,30,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-06-01,0,7,0,30,37,0,23,25,0,2,0,2,16,0,5,0,0,22,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-07-01,0,6,0,29,31,0,31,22,0,1,0,0,3,0,4,0,0,23,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
2010-08-01,0,6,0,29,32,0,39,19,0,2,0,0,4,0,0,0,0,28,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-09-01,0,5,0,26,26,0,18,15,0,1,0,0,5,0,0,0,0,29,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-10-01,0,6,0,25,32,0,19,14,0,2,0,2,7,0,0,0,0,14,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-11-01,0,6,0,24,28,0,16,16,0,2,0,2,32,0,3,0,0,25,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-12-01,0,6,0,23,31,0,16,16,0,1,0,1,6,0,0,0,0,19,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-01-01,0,6,0,22,32,0,15,20,0,1,0,2,4,0,0,0,0,18,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-02-01,0,6,0,20,29,0,14,22,0,2,0,0,4,0,3,0,0,26,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-03-01,0,5,0,21,28,0,19,60,0,2,0,0,4,0,0,0,0,35,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-01,0,5,0,20,27,0,39,21,0,1,0,2,16,0,0,0,0,42,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-01,0,5,0,19,23,0,26,22,0,2,0,2,11,0,3,0,0,29,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-01,0,5,0,19,27,0,29,23,0,1,0,0,100,0,0,0,0,20,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-07-01,0,5,0,16,28,0,37,20,0,1,0,0,14,0,0,0,0,16,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-08-01,1,5,16,18,33,0,37,17,0,1,0,2,11,0,0,0,0,12,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-09-01,1,5,9,16,25,0,19,14,0,1,0,2,17,0,3,0,0,22,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-01,1,5,10,15,23,0,16,14,0,2,0,0,9,0,3,0,0,33,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-01,1,5,11,15,24,0,14,16,0,1,0,1,58,0,3,0,0,21,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-01,2,5,23,14,26,0,18,15,0,1,0,0,9,0,0,0,0,17,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
2012-01-01,2,5,20,13,24,0,13,17,0,1,0,1,5,0,0,0,0,26,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0
2012-02-01,2,5,23,13,24,0,14,22,0,2,0,2,6,0,0,0,0,39,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0
2012-03-01,3,5,26,13,27,0,16,74,0,1,0,2,5,0,0,0,0,39,0,5,0,0,0,3,0,0,0,0,0,1,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,0,2,0
2012-04-01,3,4,24,11,26,0,33,20,0,1,0,2,14,0,0,0,0,43,0,3,0,0,0,5,0,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,0,0,0
2012-05-01,2,4,21,12,19,0,28,24,0,1,0,2,10,0,0,0,0,46,0,3,0,0,0,3,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0
2012-06-01,3,4,23,11,24,0,33,24,0,1,0,1,74,0,0,0,0,26,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2
2012-07-01,3,4,25,10,23,0,38,22,0,1,0,1,8,0,3,0,0,21,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0
2012-08-01,14,6,100,11,34,0,46,17,0,1,0,1,7,0,4,0,0,21,0,3,0,0,0,16,0,0,0,0,2,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,23,0,0,39,0,0,2
2012-09-01,8,4,57,10,23,0,18,17,0,1,0,2,21,0,3,0,0,20,0,2,0,0,0,10,0,0,0,1,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,13,0,0,37,12,0,0
2012-10-01,5,4,32,10,20,0,19,16,0,1,0,0,13,0,4,0,0,37,0,3,0,0,0,8,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,19,6,0,0
2012-11-01,6,3,34,9,18,0,14,16,0,1,0,1,50,0,3,0,0,28,0,3,0,0,0,5,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,20,7,0,0
2012-12-01,6,4,29,9,19,0,12,16,2,1,0,0,6,0,0,0,0,26,0,3,0,0,100,7,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,9,2,2
2013-01-01,6,3,23,36,20,0,15,17,36,1,0,2,5,0,2,0,0,28,0,13,0,0,0,10,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,20,0,0,0,0,9,0,0,17,8,2,2
2013-02-01,6,3,22,17,27,0,14,23,2,2,0,1,5,0,3,0,0,42,0,6,0,0,0,7,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,7,0,0,22,7,4,2
2013-03-01,6,3,19,14,19,0,23,57,2,2,0,1,7,0,3,0,0,32,0,5,0,0,0,8,0,0,0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,19,3,2,0
2013-04-01,6,2,17,13,16,0,35,23,1,2,0,2,17,0,0,0,0,37,0,4,0,0,0,7,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,15,3,2,0
2013-05-01,6,2,19,12,15,0,99,25,0,2,0,2,9,0,4,0,0,34,0,3,0,0,0,10,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,16,5,2,4
2013-06-01,6,2,16,11,15,0,33,21,0,2,0,2,55,0,3,0,0,20,4,2,0,0,0,9,2,0,1,0,1,1,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,5,0,0,15,13,2,4
2013-07-01,8,2,19,11,17,0,56,20,1,1,0,1,15,0,0,0,0,26,0,3,0,0,0,8,2,0,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,100,0,0,0,7,0,0,18,6,4,4
2013-08-01,9,2,19,11,19,0,62,18,1,1,0,1,6,0,2,0,0,20,29,2,0,0,0,15,0,0,1,0,6,5,5,0,3,0,13,0,5,0,0,0,4,0,0,0,0,0,18,0,0,20,5,5,4
